ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
IBTAG,IBTAG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.0446333333,20.2093666667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IBTOP,IBTOP,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-27.0894833333,20.3972194444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IBVOB,IBVOB,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.3950000000,16.9500000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMDIP,IMDIP,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.9000000000,23.8283333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMGAG,IMGAG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-18.5583333333,16.0800000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMGET,IMGET,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.4783333333,17.7183333333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMKED,IMKED,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.5200000000,20.6850000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMLAN,IMLAN,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-24.9855500000,20.3281083333,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMPIG,IMPIG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-21.7034861111,18.2683416667,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMRUG,IMRUG,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-25.0188861111,15.3196694444,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IMSOK,IMSOK,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-22.4395972222,16.5719527778,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
IXEPA,IXEPA,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-19.6558611111,13.5467555556,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
KEBAT,KEBAT,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-27.5000000000,18.3000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
KELKY,KELKY,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-26.5374138889,18.1136361111,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
LONOD,LONOD,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-23.3000000000,17.6000000000,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,170
NERIB,NERIB,SIGNIFICANT_POINT,NAMIBIA / FYWH FIR,-17.7116666667,23.7449972222,NCAA NAMIBIA,2025-08-07,https://www.ncaa.com.na/index.php/document-downloads/industrial-documents/aim-publications/enroute-2026/download,171
