ident,name,point_type,region,lat,lon,provider,effective_date,source_url,source_page
NORAH,NORAH,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.6161111111,19.8080555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ODCIH,ODCIH,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.8661111111,21.6016666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
OGVUN,OGVUN,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.3850000000,17.8555555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
OKORA,OKORA,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.7663888889,18.3713888889,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
OLATI,OLATI,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.9872222222,17.4791666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
ONNIS,ONNIS,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.9666666667,21.9666666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
OSDUK,OSDUK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,45.7875000000,18.1336111111,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
OSLEN,OSLEN,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.7266666667,20.3625000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PARAK,PARAK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.1638888889,20.0941666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PATAK,PATAK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.0730555556,19.1272222222,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PEJKO,PEJKO,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.6250000000,19.8600000000,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PERIT,PERIT,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.7883333333,21.6227777778,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PESAT,PESAT,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.7150000000,17.0530555556,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PIDON,PIDON,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,46.1222222222,18.0694444444,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PITOK,PITOK,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,48.3247222222,20.3716666667,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
PUCOG,PUCOG,SIGNIFICANT_POINT,HUNGARY / LHCC FIR,47.4155555556,18.5919444444,HUNGAROCONTROL HUNGARY,2026-05-14,https://ais-en.hungarocontrol.hu/aip/2026-05-14/2026-05-14-AIRAC/html/eAIP/LH-ENR-4.4.1-en-HU.html,
