name,icao,region,elev_ft,rwy_m,rwy_desc,surface,fuel,lat,lon,remarks,source
Lyon Saint-Exupéry Airport,LFLL,FR,821.0,4000.0,17R/35L,ASP,,45.725996,5.090139,,AIP
Piedmont Triad International Airport,KGSO,US,925.0,3048.0,05R/23L,PEM,,36.09937,-79.937262,,AIP
Sarasota Bradenton International Airport,KSRQ,US,30.0,2896.0,14/32,ASP,,27.394631,-82.554359,,AIP
Victoria International Airport,CYYJ,CA,63.0,2134.0,09/27,ASP,,48.647201,-123.427792,,AIP
Pulkovo Airport,ULLI,RU,78.0,3780.0,10R/28L,CON,,59.800301,30.262501,,AIP
Split Saint Jerome Airport,LDSP,HR,79.0,2550.0,05/23,ASP,,43.538898,16.298,,AIP
Blue Grass Airport,KLEX,US,979.0,2135.0,04/22,ASP,,38.035066,-84.606738,,AIP
Mohammed V International Airport,GMMN,MA,656.0,3720.0,17L/35R,ASP,,33.3675,-7.58997,,AIP
Liverpool John Lennon Airport,EGGP,GB,80.0,2285.0,09/27,ASP,,53.334863,-2.849637,,AIP
Tallahassee International Airport,KTLH,US,81.0,2438.0,09/27,ASP,,30.401209,-84.35433,,AIP
Belfast International Airport,EGAA,GB,268.0,2780.0,07/25,ASP,,54.6575012207,-6.2158298492399995,,AIP
Alejandro Velasco Astete International Airport,SPZO,PE,10860.0,3397.0,10/28,ASP,,-13.535699844400002,-71.9387969971,,AIP
Pensacola International Airport,KPNS,US,121.0,2135.0,17/35,ASP,,30.472718,-87.186639,,AIP
Nuremberg Airport,EDDN,DE,1046.0,2700.0,10/28,ASP,,49.498699,11.078056,,AIP
Sangster International Airport,MKJS,JM,4.0,3060.0,07/25,ASP,,18.50342,-77.91323,,AIP
Bandaranaike International Colombo Airport,VCBI,LK,30.0,3350.0,04/22,ASP,,7.180759906768799,79.88410186767578,,AIP
Salzburg Airport,LOWS,AT,1411.0,2750.0,15/33,CON,,47.793301,13.0043,,AIP
Queen Alia International Airport,OJAI,JO,2395.0,3660.0,08L/26R,ASP,,31.7226009369,35.9931983948,,AIP
Ibiza Airport,LEIB,ES,24.0,2800.0,06/24,ASP,,38.872898,1.37312,,AIP
Ljubljana Jože Pučnik Airport,LJLJ,SI,1273.0,3300.0,12/30,ASP,,46.223701,14.4576,,AIP
Guangzhou Baiyun International Airport,ZGGG,CN,50.0,3800.0,02L/20R,ASP,,23.392401,113.299004,,AIP
Vilnius International Airport,EYVI,LT,648.0,2515.0,01/19,ASP,,54.634102,25.285801,,AIP
Rapid City Regional Airport,KRAP,US,3204.0,2652.0,14/32,CON,,44.0452995300293,-103.05699920654297,,AIP
Frankfurt-Hahn Airport,EDFH,DE,1649.0,3800.0,03/21,ASP,,49.946353,7.261734,,AIP
King County International Airport - Boeing Field,KBFI,US,21.0,3050.0,14R/32L,ASP,,47.527042,-122.29995,,AIP
Thessaloniki Macedonia International Airport,LGTS,GR,22.0,3440.0,10/28,ASP,,40.51928,22.970009,,AIP
Girona-Costa Brava Airport,LEGE,ES,468.0,2400.0,01/19,ASP,,41.904639,2.761774,,AIP
Teterboro Airport,KTEB,US,9.0,2133.0,1/19,ASP,,40.850101,-74.060799,,AIP
Chiang Mai International Airport,VTCC,TH,1036.0,3400.0,18/36,ASP,,18.766799926799997,98.962600708,,AIP
Asheville Regional Airport,KAVL,US,2165.0,2439.0,17/35,ASP,,35.435488,-82.541853,,AIP
Newcastle International Airport,EGNT,GB,266.0,2330.0,07/25,ASP,,55.037958,-1.689577,,AIP
London International Airport,CYXU,CA,912.0,2682.0,15/33,ASP,,43.032845,-81.149003,,AIP
Monterey Regional Airport,KMRY,US,257.0,2187.0,10R/28L,ASP,,36.586777,-121.844183,,AIP
Shanghai Hongqiao International Airport,ZSSS,CN,10.0,3400.0,18L/36R,ASP,,31.198104,121.33426,,AIP
Chennai International Airport,VOMM,IN,52.0,3658.0,07/25,ASP,,12.990005,80.169296,,AIP
Catania-Fontanarossa Airport,LICC,IT,39.0,2435.0,08/26,ASP,,37.466801,15.0664,,AIP
East Midlands Airport,EGNX,GB,306.0,2894.0,09/27,ASP,,52.8311,-1.32806,,AIP
St. Petersburg Clearwater International Airport,KPIE,US,11.0,2966.0,18/36,CONCRETE,,27.9102,-82.687401,,AIP
Muscat International Airport,OOMS,OM,48.0,4080.0,08R/26L,ASP,,23.600218,58.285268,,AIP
Tunis Carthage International Airport,DTTA,TN,22.0,3200.0,01/19,ASP,,36.851002,10.2272,,AIP
Boryspil International Airport,UKBB,UA,427.0,4000.0,18L/36R,CON,,50.345001,30.894699,,AIP
Daytona Beach International Airport,KDAB,US,34.0,3200.0,07L/25R,ASP,,29.18255,-81.059464,,AIP
Aeroparque Jorge Newbery,SABE,AR,18.0,2350.0,13/31,PEM,,-34.559419,-58.415536,,AIP
John C. Munro Hamilton International Airport,CYHM,CA,780.0,3050.0,12/30,ASP,,43.17348,-79.931185,,AIP
"Trondheim Airport, Værnes",ENVA,NO,56.0,2759.0,09/27,ASP,,63.457802,10.924,,AIP
César Manrique-Lanzarote Airport,GCRR,ES,46.0,2400.0,03/21,ASP,,28.945499,-13.6052,,AIP
Orlando Sanford International Airport,KSFB,US,55.0,3353.0,09L/27R,ASP,,28.774277,-81.234626,,AIP
Beauvais-Tillé airport,LFOB,FR,359.0,2430.0,12/30,ASP,,49.454399,2.11278,,AIP
Akron Canton Regional Airport,KCAK,US,1228.0,2501.0,05/23,ASP,,40.916099548339844,-81.44219970703125,,AIP
Bangor International Airport,KBGR,US,192.0,3487.0,15/33,ASP,,44.806364,-68.826668,,AIP
Columbia Metropolitan Airport,KCAE,US,236.0,2622.0,11/29,ASP,,33.938172,-81.123022,,AIP
Harrisburg International Airport,KMDT,US,310.0,3048.0,13/31,ASP,,40.192838,-76.762333,,AIP
"Stavanger Airport, Sola",ENZV,NO,29.0,2856.0,18/36,ASP,,58.876701,5.63778,,AIP
"Florence Airport, Peretola",LIRQ,IT,142.0,1560.0,05/23,ASP,,43.808558,11.202822,,AIP
Los Cabos International Airport,MMSD,MX,374.0,3000.0,16/34,ASP,,23.151919,-109.720731,,AIP
Jackson Hole Airport,KJAC,US,6451.0,1920.0,01/19,ASP,,43.6073,-110.737999,,AIP
Kempegowda International Airport Bengaluru,VOBL,IN,3000.0,4000.0,09L/27R,ASP,,13.1979,77.706299,,AIP
Bordeaux–Mérignac Airport,LFBD,FR,162.0,3100.0,05/23,ASP,,44.82865,-0.715356,,AIP
Princess Juliana International Airport,TNCM,SX,13.0,2300.0,10/28,ASP,,18.041,-63.108898,,AIP
Huntsville International Airport,KHSV,US,629.0,3840.0,18R/36L,ASP,,34.636244,-86.774378,,AIP
Hannover Airport,EDDV,DE,183.0,3790.0,09L/27R,CON,,52.461102,9.68508,,AIP
Falcone–Borsellino Airport,LICJ,IT,65.0,3326.0,07/25,ASP,,38.175999,13.091,,AIP
Gdańsk Lech Wałęsa Airport,EPGD,PL,489.0,2800.0,11/29,ASP,,54.377602,18.4662,,AIP
Corfu Ioannis Kapodistrias International Airport,LGKR,GR,6.0,2375.0,16/34,ASP,,39.60145,19.912179,,AIP
Leeds Bradford Airport,EGNM,GB,681.0,2250.0,14/32,CON,,53.865898,-1.66057,,AIP
Hurghada International Airport,HEGN,EG,32.0,4015.0,16L/34R,ASP,,27.176776,33.796692,,AIP
Adelaide International Airport,YPAD,AU,20.0,3100.0,05/23,ASP,,-34.947512,138.533393,,AIP
Fresno Yosemite International Airport,KFAT,US,336.0,2907.0,11L/29R,ASP,,36.775767,-119.718018,,AIP
Chattanooga Metropolitan Airport (Lovell Field),KCHA,US,683.0,2256.0,02/20,ASP,,35.035301,-85.203796,,AIP
Hilo International Airport,PHTO,US,38.0,2987.0,08/26,ASP,,19.72135,-155.045428,,AIP
Lubbock Preston Smith International Airport,KLBB,US,3282.0,3505.0,17R/35L,CON,,33.663601,-101.822998,,AIP
"Rhodes International Airport ""Diagoras""",LGRP,GR,17.0,3306.0,06/24,ASP,,36.405399,28.086201,,AIP
Charlottesville Albemarle Airport,KCHO,US,639.0,2073.0,03/21,ASP,,38.13859939575195,-78.4529037475586,,AIP
North Las Vegas Airport,KVGT,US,2205.0,1526.0,07/25,ASP,,36.209074,-115.193982,,AIP
Billund Airport,EKBI,DK,247.0,3100.0,09/27,ASP,,55.740335,9.157019,,AIP
Myrtle Beach International Airport,KMYR,US,25.0,2897.0,18/36,ASP,,33.679699,-78.928299,,AIP
Glasgow Prestwick Airport,EGPK,GB,65.0,2987.0,12/30,PEM,,55.501499,-4.577182,,AIP
"Sandefjord Airport, Torp",ENTO,NO,286.0,2949.0,18/36,ASP,,59.186699,10.2586,,AIP
Fort Lauderdale Executive Airport,KFXE,US,13.0,1829.0,09/27,ASP,,26.1972999573,-80.1707000732,,AIP
Congonhas–Deputado Freitas Nobre Airport,SBSP,BR,2631.0,1940.0,17R/35L,ASP,,-23.627657,-46.654601,,AIP
Regina International Airport,CYQR,CA,1894.0,2408.0,13/31,ASP,,50.431938,-104.660906,,AIP
Gimpo International Airport,RKSS,KR,59.0,3600.0,14L/32R,ASP,,37.5583,126.791,,AIP
Addis Ababa Bole International Airport,HAAB,ET,7630.0,3800.0,07R/25L,ASP,,8.97789,38.799301,,AIP
Kelowna International Airport,CYLW,CA,1421.0,2713.0,16/34,ASP,,49.9561,-119.377998,,AIP
Nadi International Airport,NFFN,FJ,59.0,3273.0,02/20,ASP,,-17.761822,177.437843,,AIP
Van Nuys Airport,KVNY,US,802.0,2439.0,16R/34L,ASP,,34.209801,-118.489998,,AIP
M. R. Štefánik Airport,LZIB,SK,436.0,3190.0,13/31,CON,,48.1702,17.2127,,AIP
Bahrain International Airport,OBBI,BH,6.0,3956.0,12L/30R,ASP,,26.267295,50.63764,,AIP
Queen Beatrix International Airport,TNCA,AW,60.0,2743.0,11/29,ASP,,12.501056,-70.014281,,AIP
Treviso Airport,LIPH,IT,59.0,2420.0,07/25,ASP,,45.648399,12.1944,,AIP
Kissimmee Gateway Airport,KISM,US,82.0,1829.0,15/33,ASP,,28.2898006439,-81.4371032715,,AIP
Velana International Airport,VRMM,MV,6.0,3400.0,18/36,ASP,,4.19183,73.529099,,AIP
Rotterdam The Hague Airport,EHRD,NL,-15.0,2200.0,06/24,ASP,,51.956902,4.43722,,AIP
Santorini International Airport,LGSR,GR,127.0,2197.0,15/33,ASP,,36.400045,25.478638,,AIP
Saskatoon John G. Diefenbaker International Airport,CYXE,CA,1653.0,2530.0,09/27,ASP,,52.170723,-106.700793,,AIP
Austin Straubel International Airport,KGRB,US,695.0,2652.0,18/36,CON,,44.483459,-88.130805,,AIP
DeKalb Peachtree Airport,KPDK,US,1003.0,1829.0,3R/21L,CON,,33.87633,-84.30213,,AIP
Centennial Airport,KAPA,US,5885.0,3048.0,17L/35R,ASP,,39.57009888,-104.848999,,AIP
Stockholm Skavsta Airport,ESKN,SE,140.0,2878.0,08/26,ASP,,58.789656,16.911479,,AIP
Region of Waterloo International Airport,CYKF,CA,1054.0,2135.0,08/26,ASP,,43.4608,-80.378601,,AIP
Kingston Norman Rogers Airport,CYGK,CA,305.0,1829.0,01/19,ASP,,44.2253,-76.596901,,AIP
Santa Fe Municipal Airport,KSAF,US,6348.0,2550.0,02/20,ASP,,35.6171,-106.088997,,AIP
Verona Villafranca Valerio Catullo Airport,LIPX,IT,239.0,3068.0,04/22,ASP,,45.394955,10.887303,,AIP
Las Américas International Airport,MDSD,DO,59.0,3353.0,17/35,ASP,,18.42970085144,-69.668899536133,,AIP
Turin Airport,LIMF,IT,989.0,3300.0,18/36,ASP,,45.200802,7.64963,,AIP
Bilbao Airport,LEBB,ES,138.0,2600.0,12/30,ASP,,43.301102,-2.91061,,AIP
Cork International Airport,EICK,IE,502.0,2133.0,16/34,ASP,,51.841301,-8.49111,,AIP
Jersey Airport,EGJJ,JE,277.0,1705.0,08/26,ASP,,49.207901,-2.19551,,AIP
Doha International Airport,OTBD,QA,35.0,4572.0,15/33,ASP,,25.259431,51.565528,,AIP
The Eastern Iowa Airport,KCID,US,869.0,2621.0,09/27,PER,,41.884701,-91.7108,,AIP
Fairbanks International Airport,PAFA,US,439.0,3597.0,02L/20R,ASPH-G,,64.815102,-147.856003,,AIP
Fort Wayne International Airport,KFWA,US,814.0,3652.0,05/23,PEM,,40.978896,-85.194465,,AIP
South Bend International Airport,KSBN,US,799.0,2564.0,09R/27L,ASP,,41.708304,-86.316922,,AIP
Orlando Executive Airport,KORL,US,113.0,1830.0,07/25,ASP,,28.5455,-81.332901,,AIP
Aberdeen International Airport,EGPD,GB,215.0,1953.0,16/34,ASP,,57.2019,-2.19778,,AIP
Santos Dumont Airport,SBRJ,BR,11.0,1323.0,02R/20L,ASP,,-22.910397,-43.16282,,AIP
George Best Belfast City Airport,EGAC,GB,15.0,1829.0,04/22,ASP,,54.618099,-5.8725,,AIP
Springfield Branson National Airport,KSGF,US,1268.0,2438.0,14/32,PEM,,37.245047,-93.388596,,AIP
Guadalajara International Airport,MMGL,MX,5016.0,4000.0,11R/29L,ASPH,,20.523342,-103.310108,,AIP
Fuerteventura Airport,GCFV,ES,85.0,3420.0,01/19,ASP,,28.4527,-13.8638,,AIP
Tromsø Airport,ENTC,NO,31.0,2451.0,18/36,ASP,,69.683296,18.9189,,AIP
Rick Husband Amarillo International Airport,KAMA,US,3607.0,4115.0,04/22,CON,,35.217857,-101.706444,,AIP
Eugene Airport,KEUG,US,374.0,2441.0,16R/34L,ASP,,44.124599,-123.211998,,AIP
Kuwait International Airport,OKKK,KW,206.0,4580.0,16/34,ASPH,,29.224487,47.969813,,AIP
Mariscal Sucre International Airport,SEQM,EC,7841.0,4098.0,18/36,CON,,-0.125399,-78.354306,,AIP
St. John's International Airport,CYYT,CA,461.0,2591.0,10/28,ASP,,47.618599,-52.7519,,AIP
Hector International Airport,KFAR,US,902.0,2744.0,18/36,CON,,46.9207,-96.815804,,AIP
Gainesville Regional Airport,KGNV,US,152.0,2287.0,11/29,ASP,,29.6900997162,-82.2717971802,,AIP
San Luis County Regional Airport,KSBP,US,212.0,1860.0,11/29,ASP,,35.236801147499996,-120.641998291,,AIP
New York Stewart International Airport,KSWF,US,491.0,3602.0,09/27,ASP,,41.50421,-74.108901,,AIP
Santa Monica Municipal Airport,KSMO,US,170.0,1067.0,03/21,ASPHALT,,34.0158,-118.450996,,AIP
Adnan Menderes International Airport,LTBJ,TR,412.0,3240.0,16L/34R,ASP,,38.2924,27.157,,AIP
Innsbruck Airport,LOWI,AT,1907.0,2000.0,08/26,ASP,,47.260201,11.344,,AIP
Billings Logan International Airport,KBIL,US,3652.0,3206.0,10L/28R,ASP,,45.808932,-108.541242,,AIP
Bozeman Yellowstone International Airport,KBZN,US,4473.0,2741.0,12/30,ASP,,45.778853,-111.153711,,AIP
Montreal Mirabel International Airport,CYMX,CA,270.0,3658.0,06/24,CON,,45.679501,-74.038696,,AIP
Xi'an Xianyang International Airport,ZLXY,CN,1572.0,3800.0,05L/23R,ASP,,34.442207,108.762385,,AIP
La Aurora International Airport,MGGT,GT,4952.0,2987.0,02/20,ASP,,14.582896,-90.527515,,AIP
Grantley Adams International Airport,TBPB,BB,169.0,3353.0,09/27,ASP,,13.074667,-59.491034,,AIP
Cristiano Ronaldo International Airport,LPMA,PT,192.0,2777.0,05/23,ASP,,32.697812,-16.774613,,AIP
Tribhuvan International Airport,VNKT,NP,4390.0,3350.0,02/20,ASP,,27.6966,85.3591,,AIP
Bellingham International Airport,KBLI,US,170.0,2042.0,16/34,ASP,,48.79280090332031,-122.53800201416016,,AIP
Lincoln Airport,KLNK,US,1219.0,3932.0,18/36,PEM,,40.844882,-96.76178,,AIP
Roanoke–Blacksburg Regional Airport,KROA,US,1175.0,2073.0,06/24,ASPH-G,,37.3255,-79.975403,,AIP
Sioux Falls Regional Airport,KFSD,US,1429.0,2743.0,03/21,CON,,43.585463,-96.741152,,AIP
Sharm El Sheikh International Airport,HESH,EG,191.0,3081.0,04L/22R,ASP,,27.977272,34.394717,,AIP
Melbourne Orlando International Airport,KMLB,US,33.0,3103.0,09R/27L,ASP,,28.102009,-80.641088,,AIP
Southampton Airport,EGHI,GB,44.0,1887.0,02/20,ASP,,50.950298,-1.3568,,AIP
Thunder Bay International Airport,CYQT,CA,653.0,2231.0,07/25,ASP,,48.371899,-89.323898,,AIP
Wilmington International Airport,KILM,US,32.0,2443.0,06/24,CON,,34.272345,-77.905117,,AIP
McClellan-Palomar Airport,KCRQ,US,331.0,1493.0,06/24,ASP,,33.1283,-117.279999,,AIP
Northwest Arkansas National Airport,KXNA,US,1287.0,2683.0,16L/34R,CON,,36.281898,-94.306801,,AIP
Charles M. Schulz Sonoma County Airport,KSTS,US,128.0,1829.0,14/32,ASP,,38.50899887,-122.8130035,,AIP
Lakefront Airport,KNEW,US,8.0,2097.0,18R/36L,ASP,,30.042400360107,-90.028297424316,,AIP
Presidente Juscelino Kubitschek International Airport,SBBR,BR,3497.0,3300.0,11R/29L,ASP,,-15.869167,-47.920834,,AIP
Lakeland Linder International Airport,KLAL,US,142.0,2591.0,10/28,ASP,,27.989267,-82.020715,,AIP
Lehigh Valley International Airport,KABE,US,393.0,2316.0,06/24,ASP,,40.651773,-75.442797,,AIP
Camarillo International Airport,KCMA,US,77.0,1833.0,08/26,PEM,,34.213699,-119.094002,,AIP
Long Island MacArthur Airport,KISP,US,99.0,2135.0,06/24,ASP,,40.796324,-73.101703,,AIP
Midland International Air and Space Port,KMAF,US,2871.0,2896.0,16R/34L,ASP,,31.942499,-102.202003,,AIP
Stockholm-Bromma Airport,ESSB,SE,47.0,1668.0,12/30,ASP,,59.354401,17.9417,,AIP
Naples Municipal Airport,KAPF,US,8.0,2012.0,05/23,ASP,,26.1525993347,-81.7752990723,,AIP
King Abdulaziz International Airport,OEJN,SA,48.0,4000.0,16C/34C,ASP,,21.680241,39.157436,,AIP
Cagliari Elmas Airport,LIEE,IT,13.0,2803.0,14/32,ASP,,39.251499,9.05428,,AIP
Seattle Paine Field International Airport,KPAE,US,606.0,2746.0,16R/34L,ASP,,47.9063,-122.281998,,AIP
Weeze (Niederrhein) Airport,EDLV,DE,106.0,2440.0,09/27,PEM,,51.601362,6.141228,,AIP
Mobile Regional Airport,KMOB,US,219.0,2591.0,15/33,ASP,,30.6912,-88.242798,,AIP
Muskoka Airport,CYQA,CA,925.0,1829.0,18/36,ASP,,44.975376,-79.306546,,AIP
Bremen Airport,EDDW,DE,14.0,2634.0,09/27,ASP,,53.046786,8.78932,,AIP
Da Nang International Airport,VVDN,VN,33.0,3500.0,17L/35R,ASP,,16.0439,108.198997,,AIP
Darwin International Airport / RAAF Darwin,YPDN,AU,103.0,3354.0,11/29,ASP,,-12.41497,130.88185,,AIP
Inverness Airport,EGPE,GB,31.0,1888.0,05/23,ASP,,57.5425,-4.0475,,AIP
Osaka Itami International Airport,RJOO,JP,50.0,2999.0,14R/32L,CON,,34.780853,135.440829,,AIP
Wellington International Airport,NZWN,NZ,41.0,1936.0,16/34,ASP,,-41.326839,174.806862,,AIP
Phnom Penh International Airport,VDPP,KH,40.0,3000.0,05/23,ASP,,11.547155,104.844699,,AIP
Gold Coast Airport,YBCG,AU,21.0,2492.0,14/32,ASP,,-28.165962,153.506641,,AIP
Malmö Sturup Airport,ESMS,SE,236.0,2800.0,17/35,ASP,,55.535564,13.376327,,AIP
Penang International Airport,WMKP,MY,11.0,3352.0,04/22,ASP,,5.296303,100.276185,,AIP
Gander International Airport,CYQX,CA,496.0,3109.0,03/21,ASP,,48.936258,-54.567719,,AIP
Jackson-Medgar Wiley Evers International Airport,KJAN,US,346.0,2591.0,16L/34R,ASP,,32.311199,-90.075897,,AIP
Carrasco General Cesáreo L. Berisso International Airport,SUMU,UY,105.0,3200.0,07/25,PEM,,-34.835647,-56.026497,,AIP
Tbilisi International Airport,UGTB,GE,1624.0,3000.0,13R/31L,CON,,41.669201,44.9547,,AIP
Laurence G Hanscom Field,KBED,US,133.0,2137.0,11/29,ASP,,42.470001,-71.289001,,AIP
Aspen-Pitkin County Airport (Sardy Field),KASE,US,7820.0,2440.0,15/33,ASP,,39.223202,-106.869003,,AIP
Cincinnati Municipal Airport Lunken Field,KLUK,US,483.0,1860.0,03R/21L,ASP,,39.102357,-84.418945,,AIP
Beirut Rafic Hariri International Airport,OLBA,LB,87.0,3800.0,03/21,CON,,33.819833,35.487443,,AIP
Chania International Airport,LGSA,GR,490.0,3347.0,11/29,ASP,,35.531207,24.150673,,AIP
Baton Rouge Metropolitan Airport,KBTR,US,70.0,2286.0,04L/22R,CON,,30.533199,-91.149597,,AIP
Duluth International Airport,KDLH,US,1428.0,3228.0,09/27,CON,,46.841873,-92.198746,,AIP
Miami-Opa Locka Executive Airport,KOPF,US,8.0,2439.0,09L/27R,ASP,,25.907,-80.278397,,AIP
Abbotsford International Airport,CYXX,CA,195.0,2926.0,07/25,PEM,,49.025299,-122.361,,AIP
Capital Region International Airport,KLAN,US,861.0,2593.0,10R/28L,ASP,,42.777582,-84.585721,,AIP
Rochester International Airport,KRST,US,1317.0,2754.0,13/31,CON,,43.908298,-92.5,,AIP
Wilkes-Barre/Scranton International Airport,KAVP,US,962.0,2287.0,04/22,ASP,,41.337064,-75.724232,,AIP
Charles B. Wheeler Downtown Airport,KMKC,US,759.0,2081.0,01/19,CON,,39.123199,-94.592796,,AIP
Northeast Florida Regional Airport,KSGJ,US,10.0,3658.0,17W/35W,WATER,,29.9592,-81.339798,,AIP
Sacramento Executive Airport,KSAC,US,24.0,1677.0,02/20,ASP,,38.5125007629,-121.492996216,,AIP
Oshawa Executive Airport,CYOO,CA,460.0,1448.0,12/30,ASP,,43.922798,-78.894997,,AIP
Missoula Montana Airport,KMSO,US,3206.0,2896.0,12/30,ASP,,46.915816,-114.091107,,AIP
Reykjavík Domestic Airport,BIRK,IS,48.0,1566.0,01/19,ASP,,64.128732,-21.93759,,AIP
Hilton Head Airport,KHXD,US,19.0,1524.0,03/21,ASP,,32.2244,-80.697502,,AIP
Shenzhen Bao'an International Airport,ZGSZ,CN,13.0,3800.0,16L/34R,CON,,22.639474,113.803262,,AIP
Krabi International Airport,VTSG,TH,82.0,3000.0,14/32,ASP,,8.095591,98.988955,,AIP
Menorca Airport,LEMH,ES,302.0,2550.0,01/19,ASP,,39.862598,4.21865,,AIP
Maiquetía Simón Bolívar International Airport,SVMI,VE,234.0,3500.0,10/28,ASP,,10.602214,-66.991174,,AIP
Corpus Christi International Airport,KCRP,US,44.0,2289.0,13/31,ASP,,27.770399,-97.501198,,AIP
Rogue Valley International-Medford Airport,KMFR,US,1335.0,2682.0,14/32,ASP,,42.374199,-122.873001,,AIP
Nantucket Memorial Airport,KACK,US,47.0,1921.0,06/24,ASP,,41.25310135,-70.06020355,,AIP
Buchanan Field,KCCR,US,26.0,1524.0,01L/19R,PEM,,37.9897,-122.056999,,AIP
Esenboğa International Airport,LTAC,TR,3125.0,3750.0,03L/21R,ASP,,40.128101,32.995098,,AIP
Bodø Airport,ENBO,NO,42.0,2794.0,07/25,CON,,67.269203,14.3653,,AIP
Cyril E. King Airport,TIST,VI,23.0,2134.0,10/28,ASP,,18.337091,-64.977251,,AIP
L.F. Wade International Airport,TXKF,BM,12.0,2958.0,12/30,ASP,,32.363802,-64.67824,,AIP
Paphos International Airport,LCPH,CY,41.0,2700.0,11/29,ASP,,34.717999,32.485699,,AIP
Paris-Le Bourget International Airport,LFPB,FR,218.0,3000.0,07/25,PEM,,48.962276,2.436539,,AIP
Providenciales International Airport,MBPV,TC,15.0,2804.0,10/28,ASP,,21.773697,-72.268321,,AIP
Bismarck Municipal Airport,KBIS,US,1661.0,2680.0,13/31,ASP,,46.772734,-100.746874,,AIP
Yeager Airport,KCRW,US,981.0,2047.0,05/23,ASP,,38.3731,-81.593201,,AIP
Mesa Gateway Airport,KIWA,US,1382.0,3170.0,12R/30L,CON,,33.3078,-111.654999,,AIP
Cherry Capital Airport,KTVC,US,624.0,2138.0,10/28,ASP,,44.741402,-85.582199,,AIP
Peterborough Regional Airport,CYPQ,CA,628.0,2135.0,09/27,ASP,,44.232251,-78.362053,,AIP
Newport News Williamsburg International Airport,KPHF,US,42.0,2439.0,07/25,CON,,37.131901,-76.492996,,AIP
Prescott Regional Airport - Ernest A. Love Field,KPRC,US,5045.0,2322.0,03R/21L,ASP,,34.653502,-112.419883,,AIP
Eugene F. Kranz Toledo Express Airport,KTOL,US,683.0,3231.0,07/25,ASP,,41.5868,-83.8078,,AIP
Montréal / Saint-Hubert Metropolitan Airport,CYHU,CA,90.0,2390.0,06L/24R,ASP,,45.517502,-73.416901,,AIP
Palo Alto Airport,KPAO,US,4.0,744.0,13/31,ASP,,37.461102,-122.114998,,AIP
Mactan Cebu International Airport,RPVM,PH,31.0,3310.0,04R/22L,ASP,,10.309261,123.97974,,AIP
Rajiv Gandhi International Airport,VOHS,IN,2024.0,4260.0,09R/27L,ASP,,17.231318,78.429855,,AIP
Rafael Nuñez International Airport,SKCG,CO,4.0,2600.0,01/19,ASP,,10.4424,-75.513,,AIP
Samui International Airport,VTSM,TH,64.0,2060.0,17/35,ASP,,9.54779,100.061996,,AIP
João Paulo II Airport,LPPD,PT,259.0,2497.0,12/30,ASP,,37.7411994934,-25.6979007721,,AIP
Queenstown Airport,NZQN,NZ,1171.0,1891.0,05/23,ASP,,-45.019205,168.746379,,AIP
Grand Junction Regional Airport,KGJT,US,4858.0,2847.0,11/29,ASP,,39.126663,-108.529387,,AIP
Portsmouth International Airport at Pease,KPSM,US,100.0,3451.0,16/34,PEM,,43.0779,-70.823303,,AIP
Niagara District Airport,CYSN,CA,321.0,1524.0,06/24,ASP,,43.191598,-79.171686,,AIP
San Carlos Airport,KSQL,US,5.0,799.0,12/30,ASP,,37.51313,-122.250838,,AIP
Santiago-Rosalía de Castro Airport,LEST,ES,1213.0,3200.0,17/35,ASP,,42.896301,-8.41514,,AIP
Netaji Subhash Chandra Bose International Airport,VECC,IN,16.0,3633.0,01R/19L,ASP,,22.654012,88.44765,,AIP
Kotoka International Airport,DGAA,GH,205.0,3403.0,03/21,ASP,,5.605189800262451,-0.16678600013256073,,AIP
Bari Karol Wojtyła International Airport,LIBD,IT,193.0,3000.0,07/25,ASP,,41.138901,16.760599,,AIP
Flagstaff Pulliam Airport,KFLG,US,7014.0,2682.0,03/21,ASP,,35.139757,-111.669826,,AIP
Vero Beach Regional Airport,KVRB,US,24.0,2229.0,12R/30L,ASP,,27.6556,-80.417901,,AIP
Owen Roberts International Airport,MWCR,KY,8.0,2398.0,08/26,ASP,,19.292801,-81.357697,,AIP
Monterrey International Airport,MMMY,MX,1278.0,3000.0,12/30,ASP,,25.778521,-100.106989,,AIP
Grand Canyon National Park Airport,KGCN,US,6609.0,2743.0,03/21,ASP,,35.9524,-112.147003,,AIP
Greater Moncton Roméo LeBlanc International Airport,CYQM,CA,232.0,3048.0,06/24,ASP,,46.113189,-64.67719,,AIP
Nantes Atlantique Airport,LFRS,FR,90.0,2900.0,03/21,ASP,,47.153198,-1.61073,,AIP
Yuma International Airport / Marine Corps Air Station Yuma,KNYL,US,213.0,4054.0,03L/21R,CON,,32.650938,-114.609375,,AIP
